satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,10,Personal Travel,Business,1092,1,4,1,4,5,1,4,5,4,1,4,4,3,5,0,1
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1456,1,4,1,4,1,1,1,1,4,5,4,3,4,1,7,6
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1150,1,4,1,4,4,1,4,4,2,4,3,2,4,4,8,17
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1374,4,4,2,4,5,5,5,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,382,2,2,2,2,3,4,4,2,2,2,2,5,2,3,58,64
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,338,4,4,3,4,2,4,2,2,2,2,2,3,2,1,0,8
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1474,1,4,1,4,4,1,4,4,3,2,5,4,4,4,5,5
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1230,1,4,1,4,2,1,2,2,3,4,4,3,4,2,9,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1195,1,4,1,4,2,1,5,2,2,2,3,3,4,2,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1356,1,4,1,4,2,1,2,2,2,1,3,1,4,2,29,60
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1326,1,4,1,4,5,1,3,5,4,3,4,1,2,5,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,325,1,1,1,1,2,4,4,2,2,2,2,5,2,4,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Business,321,1,4,1,4,3,4,4,2,2,1,4,4,2,3,50,47
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1418,1,4,1,4,2,1,2,2,2,1,3,1,4,2,43,33
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,1587,1,4,1,4,2,1,2,2,3,5,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1186,1,4,1,4,3,1,3,3,3,2,5,4,4,3,106,101
satisfied,Female,Loyal Customer,49,Personal Travel,Business,355,4,4,4,4,5,5,5,2,2,2,2,4,2,4,0,11
satisfied,Female,Loyal Customer,63,Personal Travel,Business,353,2,2,2,2,3,5,4,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1665,1,4,1,4,2,1,3,2,1,4,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1125,1,4,1,4,4,1,4,4,5,2,5,4,4,4,42,36
satisfied,Female,Loyal Customer,33,Personal Travel,Business,338,5,5,5,5,5,4,4,2,2,2,2,3,2,5,5,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1791,1,4,1,4,5,1,5,5,5,2,4,5,5,5,10,11
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,332,2,2,2,2,2,5,5,2,2,2,2,4,2,4,10,6
satisfied,Female,Loyal Customer,46,Personal Travel,Eco Plus,325,4,4,4,4,2,2,2,2,3,3,5,4,4,2,4,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1426,1,4,1,4,5,1,2,5,5,2,5,5,5,5,55,42
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,330,5,5,5,5,2,2,2,2,4,5,4,5,2,2,0,1
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,1466,1,4,1,4,4,1,4,4,2,2,3,1,4,4,29,21
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2034,1,4,1,4,4,1,4,4,5,2,4,5,4,4,0,4
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1735,1,4,1,4,5,1,5,5,2,2,3,3,4,5,1,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1199,1,4,1,4,3,1,4,3,3,4,5,3,4,3,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Business,285,2,2,2,2,3,3,5,2,2,2,2,4,2,3,0,44
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1198,1,4,1,4,4,1,4,4,1,2,4,1,3,4,39,30
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1594,1,4,1,4,3,1,3,3,1,1,4,4,4,3,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1924,2,2,2,2,4,2,5,2,2,2,2,1,2,3,0,11
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,278,2,2,2,2,4,1,3,2,2,2,2,1,2,2,3,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1474,1,4,1,4,4,1,4,4,4,3,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1465,1,4,1,4,2,1,2,2,1,4,4,1,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,1502,1,4,1,4,1,1,1,1,2,1,4,2,4,1,70,107
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1425,1,4,1,4,5,1,5,5,3,5,3,2,4,5,11,2
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1587,1,4,1,4,3,1,3,3,2,1,4,5,3,3,2,8
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1250,1,4,1,4,1,1,1,1,4,2,5,3,4,1,11,26
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1560,1,4,1,4,1,1,1,1,5,3,5,3,5,1,1,10
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2054,1,4,1,4,5,1,5,5,3,3,5,3,4,5,23,22
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1360,1,4,1,4,4,1,2,4,3,3,5,3,5,4,0,5
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1538,1,4,1,4,4,1,4,4,3,2,5,5,4,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco Plus,1411,2,2,2,2,4,4,4,2,2,2,2,3,2,3,12,7
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1263,5,5,5,5,4,5,5,2,2,2,2,4,2,5,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1692,2,1,1,1,3,2,3,2,2,2,2,3,2,2,9,14
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2068,5,5,5,5,5,4,5,2,2,2,2,4,2,3,6,1
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1454,1,4,1,4,3,1,3,3,5,3,2,3,5,3,35,28
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1575,1,4,1,4,1,1,2,1,4,5,5,3,4,1,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,271,4,4,1,4,3,4,5,2,2,2,2,5,2,5,122,114
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,274,4,4,4,4,2,4,5,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1203,1,4,1,4,1,1,1,1,4,5,4,3,5,1,2,6
satisfied,Female,Loyal Customer,31,Personal Travel,Eco Plus,1881,4,4,4,4,2,2,2,2,3,4,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,229,1,4,1,4,3,4,4,3,3,1,3,5,3,4,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,273,3,1,3,3,4,5,4,2,2,2,2,4,2,3,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1045,1,4,1,4,1,1,1,1,2,1,4,3,3,1,28,12
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2086,1,4,1,4,4,1,4,4,1,3,4,3,3,4,25,44
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,248,1,1,1,1,4,5,5,2,2,2,2,3,2,5,4,12
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,249,2,2,2,2,5,4,3,2,2,2,2,2,2,1,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1868,2,2,2,2,4,3,2,2,2,2,2,3,2,3,2,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1679,2,2,2,2,5,4,4,2,2,2,2,5,2,4,20,17
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1802,1,4,1,4,4,1,4,4,3,1,3,1,4,4,6,1
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,208,5,5,4,5,5,4,5,2,2,2,2,4,2,4,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1063,1,4,1,4,1,1,1,1,4,4,4,1,4,1,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1432,5,2,5,5,5,4,2,2,2,2,2,2,2,2,63,66
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2110,1,4,1,4,2,1,2,2,3,2,4,2,4,2,0,1
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,207,1,1,3,1,2,2,2,2,3,4,4,4,4,2,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,970,3,3,5,3,2,2,2,2,4,3,3,4,2,2,1,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1264,1,1,1,1,4,5,5,2,2,2,2,3,2,3,4,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,97,2,2,2,2,4,5,4,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1101,1,4,1,4,1,1,1,1,3,4,5,4,4,1,0,3
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1783,1,4,1,4,1,5,5,5,3,4,5,5,4,5,152,149
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1995,1,4,1,4,5,1,5,5,1,1,3,1,3,5,7,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1862,1,4,1,4,3,1,3,3,4,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Business,207,1,4,1,4,2,5,4,1,1,1,1,4,1,4,5,10
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,235,2,4,1,4,3,3,1,2,2,2,2,2,2,3,10,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,98,2,2,2,2,3,2,4,2,2,2,2,5,2,5,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2064,2,3,3,3,2,2,5,2,2,2,2,3,2,2,10,7
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1610,4,4,4,4,3,1,2,2,2,2,2,5,2,5,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1918,2,2,2,2,2,4,5,2,2,2,2,5,2,5,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1348,1,4,1,4,5,1,5,5,5,4,4,4,5,5,0,6
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1304,1,4,1,4,5,1,1,5,3,2,5,5,4,5,26,28
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1259,1,4,1,4,1,1,1,1,5,5,4,5,3,1,13,13
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1639,1,4,1,4,4,1,4,4,5,2,4,4,4,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1638,3,3,2,3,2,5,4,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,957,1,4,1,4,5,1,5,5,5,5,4,3,5,5,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1261,1,4,1,4,5,1,5,5,3,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1287,1,4,1,4,5,1,5,5,3,5,4,3,4,5,51,46
satisfied,Female,Loyal Customer,12,Personal Travel,Business,1925,1,1,1,1,2,5,5,2,2,2,2,5,2,3,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,985,1,4,1,4,4,1,3,4,2,3,4,2,4,4,1,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,1153,4,4,4,4,5,5,4,2,2,2,2,4,2,5,7,9
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco Plus,1279,1,4,1,4,3,1,3,3,4,4,4,1,3,3,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,69,1,1,1,1,4,5,1,2,2,2,2,1,2,4,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,123,2,2,2,2,2,2,2,2,5,4,4,5,5,2,6,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1185,1,4,1,4,5,1,5,5,4,4,4,5,2,5,0,10
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1748,1,4,1,4,1,1,1,1,4,5,2,3,5,1,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1250,1,4,1,4,5,1,5,5,4,4,4,4,3,5,1,2
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,131,1,1,4,1,5,4,5,2,2,2,2,3,2,4,0,4
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,323,3,3,3,3,2,3,3,2,2,2,2,1,2,3,14,6
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,100,2,3,3,3,4,5,3,2,2,2,2,3,2,3,0,13
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1011,1,4,1,4,1,1,1,1,3,2,4,4,4,1,13,8
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,978,1,4,1,4,3,1,3,3,4,5,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,4092,1,4,1,5,3,1,3,3,5,3,5,4,4,3,28,5
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,4282,5,5,5,5,3,5,5,2,2,2,2,3,2,5,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,4267,2,2,1,2,1,4,4,2,2,2,2,2,2,4,0,12
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,3630,1,4,1,5,4,1,3,4,3,4,4,4,5,4,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,4137,4,4,4,4,3,5,5,2,2,2,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,3499,1,4,1,5,1,4,4,4,4,5,4,4,3,4,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,3361,1,4,1,5,2,1,2,2,4,4,4,5,4,2,23,21
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2198,1,4,1,1,4,4,5,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,3214,1,4,1,5,2,1,2,2,4,2,5,3,5,2,8,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1940,2,2,2,2,2,5,5,2,2,2,2,5,2,3,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2711,1,4,1,5,5,1,5,5,5,4,4,5,5,5,11,38
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1756,1,1,1,1,2,4,3,2,2,2,2,5,2,4,0,10
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1728,4,4,4,4,2,5,4,2,2,2,2,5,2,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2864,4,4,4,4,2,4,4,2,2,2,2,5,2,4,41,40
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1600,5,5,2,5,4,4,5,2,2,2,2,5,2,5,66,74
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,3168,1,4,1,5,3,1,3,3,5,4,4,3,4,3,0,4
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2198,1,4,1,5,4,1,5,4,5,5,4,3,4,4,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2748,1,1,1,1,3,5,4,2,2,2,2,2,2,3,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3067,2,4,5,4,3,4,5,2,2,2,2,3,2,5,28,22
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,3237,1,4,1,5,1,1,1,1,4,4,4,4,4,1,36,44
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1526,2,2,2,2,1,2,3,2,2,2,2,4,2,2,21,10
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2747,1,4,1,5,3,1,3,3,5,4,4,4,5,3,45,74
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2426,5,5,4,5,3,4,4,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Business,1445,4,4,4,4,5,3,2,2,2,2,2,5,2,2,0,27
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1447,1,1,1,1,5,4,5,2,2,2,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2254,1,4,1,5,2,1,5,2,5,2,4,3,5,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2569,1,4,1,5,4,1,4,4,4,5,5,5,4,4,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2252,1,4,1,5,2,1,2,2,3,4,5,3,4,2,85,86
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2983,5,5,5,5,2,2,2,2,2,2,2,5,5,2,33,37
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2309,1,4,1,5,2,1,2,2,5,2,3,3,4,2,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2122,1,4,1,5,1,1,1,1,4,2,5,3,5,1,32,33
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1144,3,3,3,3,3,4,5,2,2,2,2,4,2,4,6,5
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2681,1,4,1,5,2,1,3,2,4,4,5,4,5,2,9,9
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2809,1,4,1,5,2,1,2,2,3,2,5,4,4,2,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2752,1,4,1,5,2,1,2,2,4,5,5,5,4,2,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,2461,1,4,1,5,4,1,4,4,4,1,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2613,1,4,1,5,1,1,1,1,3,2,5,3,4,1,27,10
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1856,1,4,1,5,4,1,5,4,5,2,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2026,1,4,1,5,3,1,3,3,5,2,4,5,5,3,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1044,5,5,5,5,2,2,2,2,4,4,5,3,5,2,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2078,2,2,2,2,3,5,4,2,2,2,2,4,2,5,1,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2155,3,3,3,3,3,1,4,2,2,2,2,4,2,5,35,20
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1853,1,4,1,5,4,1,4,4,3,2,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2058,1,4,1,5,4,1,3,4,5,3,5,5,4,4,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1035,3,3,3,3,3,5,4,2,2,2,2,5,2,3,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,985,2,3,3,3,5,2,5,2,2,2,2,5,2,2,104,103
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1927,1,4,1,5,3,1,3,3,4,2,5,5,4,3,0,5
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,995,1,1,5,1,5,4,5,2,2,2,2,5,2,3,7,10
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2044,1,4,1,5,4,1,4,4,3,2,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2197,1,4,1,5,3,1,3,3,3,5,4,3,5,3,106,99
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2197,1,4,1,5,4,1,1,4,3,4,3,4,2,4,0,1
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2086,1,4,1,5,2,1,2,2,5,2,5,5,4,2,25,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,2681,1,4,1,5,2,1,2,2,3,3,5,4,4,2,44,17
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,950,3,1,3,3,4,4,5,2,2,2,2,4,2,3,27,28
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2625,1,4,1,5,2,1,2,2,3,2,5,3,4,2,12,6
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,946,4,4,3,4,4,3,3,2,2,2,2,4,2,4,0,19
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1663,2,2,2,2,2,4,4,2,2,2,2,3,2,3,70,
satisfied,Female,Loyal Customer,13,Personal Travel,Eco Plus,2548,2,2,2,2,4,5,5,2,2,2,2,1,2,5,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2343,1,4,1,5,4,1,4,4,3,1,5,1,2,4,2,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,2188,1,4,1,5,5,1,5,5,1,1,1,3,4,5,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1760,3,3,3,3,2,2,2,2,1,3,1,2,5,2,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2610,1,4,1,5,3,1,3,3,4,3,5,4,4,3,50,49
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2113,1,4,1,5,4,1,4,4,3,5,5,4,5,4,6,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2172,1,4,1,5,1,1,1,1,5,2,4,2,3,1,4,7
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2706,3,3,3,3,5,4,4,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2276,2,2,2,2,4,5,4,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2498,1,4,1,5,5,1,5,5,5,2,4,5,4,5,20,4
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2181,1,4,1,5,5,1,5,5,3,4,4,3,5,5,32,34
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1925,3,3,3,3,2,2,2,2,4,2,3,5,2,2,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2171,1,4,1,5,3,1,3,3,4,2,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,1820,1,4,1,5,5,1,5,5,3,5,2,2,5,5,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2157,1,4,1,5,1,1,1,1,4,1,2,4,3,1,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2677,2,2,2,2,2,2,2,2,3,2,5,5,4,2,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1907,1,4,1,5,5,1,5,5,2,2,5,5,4,5,54,44
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2091,2,3,3,3,5,5,3,2,2,2,2,1,2,3,14,20
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2529,1,4,1,5,4,1,4,4,3,2,5,3,5,4,1,1
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2199,1,4,1,5,5,1,5,5,4,3,5,4,4,5,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,779,1,4,1,5,4,4,1,1,1,1,1,4,1,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2191,1,4,1,5,3,1,3,3,5,5,5,3,5,3,0,5
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1472,4,4,4,4,4,4,5,2,2,2,2,3,2,3,116,126
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,787,1,1,1,1,4,4,4,2,2,2,2,4,2,4,29,15
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1895,1,4,1,5,1,1,1,1,1,3,3,4,3,1,31,10
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1993,1,4,1,5,2,1,5,2,5,3,5,3,4,2,16,30
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,731,5,5,5,5,2,2,2,2,4,4,4,4,4,2,10,5
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1740,1,4,1,5,2,1,1,2,3,5,5,3,1,2,2,18
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,708,3,3,4,3,1,5,2,2,2,2,2,4,2,1,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,707,2,2,2,2,2,2,2,2,5,5,4,5,3,2,25,24
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1664,1,4,1,5,3,1,3,3,5,3,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2136,1,4,1,5,1,1,1,1,5,5,4,3,5,1,7,1
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1751,4,2,4,4,2,2,2,2,3,1,1,3,2,2,0,9
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2227,1,4,1,5,3,1,3,3,4,5,5,4,4,3,0,6
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,712,3,5,3,3,2,2,2,2,4,4,2,3,1,2,9,94
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1353,1,4,1,5,3,1,3,3,4,5,3,1,1,3,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,680,4,4,4,4,1,2,5,2,2,2,2,4,2,1,0,3
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1974,4,4,4,4,2,4,5,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2201,1,1,1,1,3,5,5,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2042,1,4,1,5,3,1,3,3,3,4,2,2,3,3,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,648,2,2,2,2,4,2,3,2,2,2,2,5,2,4,14,13
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2046,1,4,1,5,5,1,5,5,4,3,5,5,5,5,4,8
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2318,1,4,1,5,3,1,5,3,3,4,5,5,4,3,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2511,1,4,1,5,1,1,1,1,4,3,4,4,5,1,62,49
satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,612,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1840,1,4,1,5,1,1,1,1,3,5,5,5,5,1,98,99
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1766,4,2,4,4,5,5,5,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1972,1,4,1,5,5,1,5,5,4,5,5,5,4,5,31,12
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1610,1,4,1,5,4,1,4,4,1,1,1,1,5,4,1,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,625,4,4,4,4,4,4,4,2,2,2,2,5,2,5,0,1
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1879,1,4,1,5,5,1,5,5,5,4,4,5,5,5,2,5
